CompanySymbol,Date,Close,Volume,Open,High,Low
DIS,08/21/2024,$90.72,7637566,$90.22,$90.78,$89.43
DIS,08/20/2024,$89.74,8863436,$90.39,$90.67,$89.31
DIS,08/19/2024,$90.82,9723589,$89.41,$90.95,$89.41
DIS,08/16/2024,$89.30,10277740,$88.96,$89.67,$88.34
DIS,08/15/2024,$88.79,12400990,$87.25,$88.925,$87.21
DIS,08/14/2024,$86.30,9475119,$86.01,$86.54,$85.56
DIS,08/13/2024,$85.60,14615210,$86.46,$86.46,$85.31
DIS,08/12/2024,$85.95,11754600,$85.86,$86.38,$85.48
DIS,08/09/2024,$86.21,16008400,$86.13,$86.25,$84.71
DIS,08/08/2024,$85.96,21890470,$85.15,$86.33,$83.91
DIS,08/07/2024,$85.96,30581930,$88.00,$89.2447,$85.75
DIS,08/06/2024,$89.97,21717510,$88.23,$91.91,$87.96
DIS,08/05/2024,$87.78,19103160,$86.89,$89.56,$86.42
DIS,08/02/2024,$89.57,15433550,$92.16,$92.20,$89.00
DIS,08/01/2024,$93.05,9263596,$93.86,$93.95,$92.60
DIS,07/31/2024,$93.69,10241830,$93.785,$94.835,$93.64
DIS,07/30/2024,$93.79,9896054,$91.67,$94.04,$91.67
DIS,07/29/2024,$92.14,13024850,$90.39,$92.55,$90.19
DIS,07/26/2024,$89.93,11301860,$90.00,$90.55,$89.335
DIS,07/25/2024,$89.21,10765290,$90.08,$90.50,$89.21
DIS,07/24/2024,$89.80,11768550,$90.22,$90.75,$89.575
DIS,07/23/2024,$90.94,22534730,$90.70,$91.69,$89.83
DIS,07/22/2024,$94.13,13377040,$95.11,$95.155,$93.49
DIS,07/19/2024,$95.74,9300963,$96.82,$96.82,$95.44
DIS,07/18/2024,$96.79,7529378,$97.36,$98.06,$96.675
DIS,07/17/2024,$97.31,9456087,$98.30,$98.61,$96.53
DIS,07/16/2024,$98.47,10755510,$97.02,$98.72,$96.54
DIS,07/15/2024,$96.87,7417699,$97.33,$97.49,$96.60
DIS,07/12/2024,$97.13,6465736,$97.095,$97.83,$96.98
DIS,07/11/2024,$96.60,7432590,$97.01,$97.58,$96.30
DIS,07/10/2024,$96.97,7761123,$96.95,$97.2799,$96.25
DIS,07/09/2024,$97.05,9048576,$97.47,$97.53,$96.15
DIS,07/08/2024,$97.37,8167589,$97.69,$98.29,$96.89
DIS,07/05/2024,$97.99,8550759,$98.305,$98.305,$97.584
DIS,07/03/2024,$98.61,5029969,$97.84,$99.08,$97.83
DIS,07/02/2024,$97.99,13340320,$97.935,$97.99,$96.95
DIS,07/01/2024,$98.04,15298970,$99.40,$99.74,$97.88
DIS,06/28/2024,$99.29,21439420,$102.02,$102.58,$98.38
DIS,06/27/2024,$102.17,8365165,$102.04,$102.28,$101.81
DIS,06/26/2024,$102.18,10122310,$101.90,$102.37,$101.43
DIS,06/25/2024,$102.20,10343710,$102.66,$103.677,$101.77
DIS,06/24/2024,$101.98,7393608,$102.25,$103.08,$101.91
DIS,06/21/2024,$102.27,14144920,$101.795,$102.54,$101.585
DIS,06/20/2024,$101.84,7886934,$100.57,$101.935,$100.38
DIS,06/18/2024,$101.50,7044674,$101.12,$101.76,$100.61
DIS,06/17/2024,$101.52,10388990,$100.98,$101.92,$100.62
DIS,06/14/2024,$99.97,7087573,$99.81,$100.38,$99.25
DIS,06/13/2024,$100.09,10164570,$100.61,$101.07,$99.605
DIS,06/12/2024,$100.80,9041768,$101.20,$101.69,$100.25
DIS,06/11/2024,$100.87,9134218,$102.64,$102.88,$100.74
DIS,06/10/2024,$102.74,7633073,$101.25,$102.845,$100.635
DIS,06/07/2024,$101.54,6047828,$100.86,$102.27,$100.552
DIS,06/06/2024,$101.21,10294710,$101.05,$101.93,$100.8101
DIS,06/05/2024,$101.50,10796880,$103.00,$103.08,$101.0299
DIS,06/04/2024,$103.33,7269109,$102.105,$103.49,$101.63
DIS,06/03/2024,$102.77,6908604,$104.17,$104.22,$102.48
DIS,05/31/2024,$103.91,14735790,$101.52,$104.08,$101.41
DIS,05/30/2024,$101.70,7303708,$101.135,$102.07,$100.97
DIS,05/29/2024,$100.88,7376258,$101.76,$102.08,$100.77
DIS,05/28/2024,$102.44,7813094,$101.36,$102.8599,$100.945
DIS,05/24/2024,$101.76,6451579,$100.85,$102.09,$100.69
DIS,05/23/2024,$100.66,10503990,$102.98,$103.01,$100.27
DIS,05/22/2024,$103.02,7190343,$102.98,$103.83,$102.745
DIS,05/21/2024,$103.01,7333306,$102.99,$103.6999,$102.72
DIS,05/20/2024,$102.90,7667435,$103.33,$103.67,$102.52
DIS,05/17/2024,$103.25,7355999,$103.63,$103.82,$103.04
DIS,05/16/2024,$103.37,9476686,$103.04,$104.03,$102.84
DIS,05/15/2024,$102.77,20745620,$105.62,$105.88,$101.39
DIS,05/14/2024,$105.35,11278420,$105.30,$105.99,$104.95
DIS,05/13/2024,$105.83,9666409,$105.59,$106.6408,$105.59
DIS,05/10/2024,$105.79,15884570,$106.92,$107.02,$105.42
DIS,05/09/2024,$105.80,15095970,$104.62,$106.13,$104.39
DIS,05/08/2024,$105.44,15238110,$104.90,$106.48,$104.44
DIS,05/07/2024,$105.39,55084620,$107.25,$107.88,$104.21
DIS,05/06/2024,$116.47,16303230,$114.80,$116.94,$114.15
DIS,05/03/2024,$113.66,7411112,$113.54,$114.11,$112.7996
DIS,05/02/2024,$112.62,6799805,$111.43,$112.87,$110.56
DIS,05/01/2024,$110.48,6346109,$111.29,$111.99,$110.21
DIS,04/30/2024,$111.10,8156575,$112.00,$112.04,$110.80
DIS,04/29/2024,$112.08,7169209,$113.04,$113.88,$110.34
DIS,04/26/2024,$112.73,6304843,$111.85,$113.0218,$111.32
DIS,04/25/2024,$112.77,8045906,$111.22,$112.89,$110.39
DIS,04/24/2024,$113.92,6157230,$113.14,$114.18,$113.14
DIS,04/23/2024,$113.71,6839318,$112.83,$114.24,$112.80
DIS,04/22/2024,$111.99,6901689,$113.10,$113.64,$111.75
DIS,04/19/2024,$112.61,9436023,$111.72,$112.715,$111.08
DIS,04/18/2024,$112.43,8235636,$113.18,$114.25,$112.19
DIS,04/17/2024,$112.94,7378993,$114.00,$114.21,$112.89
DIS,04/16/2024,$113.88,9291419,$112.82,$114.50,$112.52
DIS,04/15/2024,$112.95,9637095,$114.875,$115.55,$112.77
DIS,04/12/2024,$114.01,12155170,$116.39,$116.70,$113.73
DIS,04/11/2024,$117.15,6559411,$117.59,$118.28,$116.37
DIS,04/10/2024,$117.19,6746282,$116.60,$117.56,$116.37
DIS,04/09/2024,$117.97,7455367,$117.38,$118.51,$116.89
DIS,04/08/2024,$117.35,6266011,$118.02,$118.52,$116.82
DIS,04/05/2024,$118.38,9653915,$116.60,$118.86,$116.30
DIS,04/04/2024,$117.09,13815400,$119.22,$120.19,$116.96
DIS,04/03/2024,$118.98,22480440,$122.27,$123.6902,$118.38
DIS,04/02/2024,$122.82,15517070,$120.22,$123.53,$120.16
DIS,04/01/2024,$121.53,8419727,$122.06,$122.3999,$120.78
DIS,03/28/2024,$122.36,15367420,$121.25,$123.74,$121.20
DIS,03/27/2024,$120.98,10782840,$120.955,$122.0262,$120.0201
DIS,03/26/2024,$119.93,11870040,$119.63,$120.40,$118.19
DIS,03/25/2024,$119.36,12103550,$116.97,$119.41,$116.87
DIS,03/22/2024,$115.87,7144785,$116.92,$117.66,$115.84
DIS,03/21/2024,$116.70,10353550,$116.99,$117.36,$115.86
DIS,03/20/2024,$116.46,11699650,$114.61,$116.51,$114.36
DIS,03/19/2024,$114.51,10999740,$113.41,$115.17,$113.2431
DIS,03/18/2024,$113.85,11820760,$112.29,$114.43,$112.29
DIS,03/15/2024,$111.95,15364180,$111.60,$112.96,$111.40
DIS,03/14/2024,$112.06,10520460,$111.74,$112.35,$109.51
DIS,03/13/2024,$112.50,7267902,$112.74,$114.13,$112.435
DIS,03/12/2024,$112.46,8084958,$112.515,$112.95,$111.64
DIS,03/11/2024,$112.31,8794307,$110.09,$112.91,$110.03
DIS,03/08/2024,$110.32,10009190,$110.18,$111.31,$109.34
DIS,03/07/2024,$110.18,8609290,$110.70,$111.08,$109.20
DIS,03/06/2024,$110.06,14743880,$113.08,$113.30,$109.25
DIS,03/05/2024,$112.87,14929580,$113.61,$115.19,$112.27
DIS,03/04/2024,$113.69,11558850,$112.67,$114.13,$111.80
DIS,03/01/2024,$111.95,7242396,$111.44,$112.145,$111.03
DIS,02/29/2024,$111.58,11658290,$111.14,$112.75,$110.97
DIS,02/28/2024,$110.80,10773050,$108.78,$111.04,$108.661
DIS,02/27/2024,$109.42,7594956,$107.78,$109.58,$107.78
DIS,02/26/2024,$107.68,8694150,$107.52,$108.76,$107.38
DIS,02/23/2024,$107.74,11723950,$107.57,$108.00,$105.83
DIS,02/22/2024,$107.64,9266195,$107.99,$108.49,$107.405
DIS,02/21/2024,$107.67,10454430,$108.48,$109.22,$107.235
DIS,02/20/2024,$109.44,9770911,$110.85,$111.128,$109.35
DIS,02/16/2024,$111.60,8782223,$112.02,$112.56,$111.16
DIS,02/15/2024,$112.45,9961907,$111.08,$112.92,$111.08
DIS,02/14/2024,$111.56,11405490,$110.58,$111.68,$109.67
DIS,02/13/2024,$110.46,14594480,$108.28,$110.65,$108.21
DIS,02/12/2024,$109.29,13423960,$107.88,$111.0599,$107.83
DIS,02/09/2024,$108.39,21509090,$109.60,$110.15,$107.69
DIS,02/08/2024,$110.54,60558410,$107.08,$112.77,$106.80
